"customer_id","age","salary","spending_score","time_as_customer","loyalty_member","state","gender"
45975,68,39754.09,0.39,4.95,"No","Alaska","Other"
45976,36,43777.86,0.87,5.93,"No","Minnesota","Female"
45977,35,77783.97,0.19,12.41,"No","Virginia","Other"
45978,75,48421.17,0.19,10.53,"No","Georgia","Male"
45979,58,45560.6,0.29,16.19,"No","Maine","Male"
45980,56,48657.87,0.32,11.7,"No","Iowa","Female"
45981,41,48312.36,0.54,5.11,"No","Georgia","Male"
45982,45,40165.9,0.02,5.75,"No","Maryland","Male"
45983,23,54384.33,0.86,3.54,"No","Utah","Female"
45984,90,39496.25,0.86,18.72,"No","Oregon","Other"
45985,85,43916.46,0.39,19.72,"No","Massachusetts","Male"
45986,66,42950.7,0.97,8.7,"No","Vermont","Other"
45987,90,44342.39,0.41,18.46,"No","Idaho","Other"
45988,28,49778.59,0.33,7.66,"No","Arizona","Other"
45989,65,60750.93,0.47,18.35,"No","New Jersey","Other"
45990,90,43174.15,0.4,5.49,"No","Ohio","Male"
45991,86,36978.27,0.09,7.08,"No","Utah","Other"
45992,63,62000.86,0.68,19.33,"No","South Dakota","Other"
45993,20,25304.22,0.69,19.5,"No","North Dakota","Female"
45994,60,31415.85,0.66,11.91,"No","Idaho","Other"
45995,65,47393.77,0.7,6.5,"No","Louisiana","Other"
45996,22,29066.16,0.43,3.7,"No","Oklahoma","Female"
45997,71,71103.78,0.74,3.27,"No","Vermont","Other"
45998,69,70137.22,0.61,19.15,"No","Florida","Other"
45999,27,71023.38,0.59,1.73,"No","Kentucky","Other"
46000,55,44968.34,0.42,11.97,"No","Minnesota","Other"
46001,83,54508.55,0.19,0.66,"No","Maryland","Other"
46002,28,15418.59,0.67,7.88,"No","New Mexico","Male"
46003,40,42536.3,0.75,12.33,"No","Kansas","Other"
46004,19,57057,0.05,2.23,"No","Massachusetts","Male"
46005,61,57438.54,0.9,14.62,"No","Hawaii","Female"
46006,36,48442.63,0.79,17.84,"No","Connecticut","Other"
46007,40,31553.83,0.37,19.79,"No","Delaware","Male"
46008,45,53343.95,0.68,4.18,"No","Ohio","Female"
46009,42,71579.77,0.63,18.31,"No","Wyoming","Female"
46010,44,41766.74,0.39,18.52,"No","West Virginia","Other"
46011,72,41336.04,0.23,7.02,"No","Utah","Other"
46012,35,52524.61,0.41,0.87,"No","Alaska","Female"
46013,65,48665.89,0.29,18.62,"No","West Virginia","Other"
46014,39,67034.38,0.52,2.03,"No","New Jersey","Other"
46015,41,15624.5,0.4,11.79,"No","Tennessee","Male"
46016,31,32262.67,0.04,5.78,"No","Iowa","Female"
46017,51,53007.23,1,1.01,"No","Louisiana","Other"
46018,32,37619.26,0.89,11.32,"No","Maryland","Male"
46019,39,55298.78,0.21,10.13,"No","South Dakota","Male"
46020,39,42043.66,0.48,2.08,"No","Florida","Other"
46021,27,63692.55,0.06,4.5,"No","Georgia","Male"
46022,45,34503.32,0.34,4.89,"No","North Carolina","Male"
46023,35,30047.69,0.97,7.78,"No","California","Male"
46024,70,26016.15,0.45,5.44,"No","Louisiana","Male"
46025,51,48914.91,0.93,14.67,"No","Louisiana","Male"
46026,52,43041.16,0.03,16.44,"No","Texas","Female"
46027,30,69260.34,0.42,8.56,"No","Arkansas","Other"
46028,20,59325.07,0.91,11.78,"No","Louisiana","Male"
46029,19,53922.82,0.14,17.66,"No","Texas","Male"
46030,73,59106.01,0.05,1.19,"No","Connecticut","Female"
46031,45,60946.67,0.94,16.02,"No","Maine","Female"
46032,21,58078.93,0.79,4.59,"No","Hawaii","Male"
46033,57,42950.43,0.66,9.23,"No","Vermont","Male"
46034,71,61964,0.56,18,"No","Missouri","Male"
46035,50,62956.59,0.74,7.27,"No","New York","Female"
46036,33,76269.21,0.75,10.55,"No","Delaware","Male"
46037,18,55251.34,0.81,3.76,"No","Oregon","Female"
46038,56,56516.71,0.67,11.04,"No","South Carolina","Male"
46039,68,51048.87,0.57,16.44,"No","West Virginia","Female"
46040,71,64729.74,0.31,4.37,"No","Utah","Other"
46041,77,64661.42,0.17,6.79,"No","Washington","Female"
46042,27,91277.27,0.54,2.12,"No","Tennessee","Female"
46043,74,57656.3,0.42,6.97,"No","New York","Female"
46044,64,54086.4,0.39,6.23,"No","Wisconsin","Male"
46045,45,60126.66,0.77,4.03,"No","Ohio","Male"
46046,18,76876.3,0.94,18.51,"No","Kansas","Female"
46047,46,40199.92,0,4.7,"No","Oklahoma","Female"
46048,69,55422.95,0.67,13.28,"No","Utah","Other"
46049,83,61374.85,0.31,3.05,"No","Maryland","Male"
46050,22,47367.07,0.1,13.92,"No","California","Male"
46051,38,47132.62,0.13,12.72,"No","Arizona","Female"
46052,38,61716.35,0.31,18.84,"No","Mississippi","Female"
46053,28,50048.79,0.37,0.72,"No","Indiana","Female"
46054,71,77109.29,0.83,4.38,"No","Oklahoma","Male"
46055,50,45189.78,0.89,9.09,"No","Louisiana","Male"
46056,80,27415.93,0.23,15.69,"No","Delaware","Other"
46057,23,43729.28,0.22,15.01,"No","New Jersey","Female"
46058,50,57034.13,0.64,8.43,"No","Minnesota","Male"
46059,39,74122.47,0.85,19.15,"No","Nebraska","Male"
46060,86,25040.08,0.33,12.82,"No","California","Other"
46061,88,51711.46,0.5,7.97,"No","Connecticut","Other"
46062,26,38710.49,0.02,16.45,"No","Illinois","Male"
46063,24,61970.88,0.13,2.17,"No","Nebraska","Male"
46064,41,29349.62,0.1,3.23,"No","Iowa","Male"
46065,78,46696.38,0.4,1.29,"No","Nebraska","Female"
46066,45,60563.69,0.67,6.95,"No","New Mexico","Male"
46067,37,60487.13,0.24,11.5,"No","Michigan","Other"
46068,78,49435.44,0.46,0.19,"No","Mississippi","Other"
46069,84,57314.31,0.61,17.55,"No","South Carolina","Other"
46070,41,28139.31,0.22,15.36,"No","Idaho","Other"
46071,76,66682.91,0.23,18.45,"No","Tennessee","Male"
46072,45,60231.35,0.32,7.78,"No","Washington","Other"
46073,70,26935.48,0.72,15.61,"No","Illinois","Female"
46074,33,50716.95,0.25,14.96,"No","South Dakota","Male"
46075,87,41184.68,0.01,16.78,"No","Utah","Other"
46076,32,47302.74,0.81,18.39,"No","Wyoming","Male"
46077,87,54509.67,0.96,9.06,"No","Utah","Male"
46078,37,50940.24,0.02,12.47,"No","Florida","Male"
46079,82,26667.44,0.99,17.78,"No","Alabama","Other"
46080,29,6191.34,0.88,19.17,"No","Connecticut","Female"
46081,32,43957.36,0.79,2.3,"No","Oklahoma","Male"
46082,21,25923.9,0.31,14.16,"No","Wyoming","Other"
46083,81,47881.04,0.19,17.09,"No","South Dakota","Other"
46084,20,65611.78,0.29,8.5,"No","North Dakota","Other"
46085,26,38757.41,0.49,0.33,"No","South Dakota","Other"
46086,82,36978.13,0.12,8.39,"No","Vermont","Female"
46087,73,61644.43,0.26,15.88,"No","New Hampshire","Female"
46088,33,49057.84,1,9.18,"No","Iowa","Female"
46089,88,31064.33,0.88,18.01,"No","Rhode Island","Other"
46090,41,52339.71,0.31,18.5,"No","New Jersey","Female"
46091,59,59655.75,0.55,10.56,"No","Colorado","Other"
46092,39,29509.78,0.89,8.95,"No","Kansas","Male"
46093,26,45215.71,0.92,15.84,"No","Nevada","Female"
46094,47,80099.72,0.53,14.08,"No","West Virginia","Other"
46095,70,26085.41,0.35,17.03,"No","Missouri","Male"
46096,66,17178.4,0.89,5.3,"No","Mississippi","Female"
46097,72,44851.1,0,18.59,"No","Arkansas","Other"
46098,57,62600.77,0.77,0.2,"No","Utah","Female"
46099,56,28654.89,0.93,2.64,"No","Virginia","Other"
46100,35,61959.4,0.01,5.3,"No","Massachusetts","Male"
46101,71,44577.87,0.83,9.71,"No","Utah","Other"
46102,85,67491.97,0.69,3.01,"No","Georgia","Female"
46103,21,60922.68,0.61,15.18,"No","Indiana","Female"
46104,90,39481.93,0.37,13.01,"No","Minnesota","Other"
46105,89,66594.08,0.69,10.67,"No","Indiana","Other"
46106,42,55056.52,0.12,7.91,"No","Wyoming","Male"
46107,41,45322.3,0.63,18.6,"No","North Carolina","Male"
46108,25,35918.6,0.34,12.13,"No","Washington","Female"
46109,27,50352.15,0.15,16.69,"No","Michigan","Male"
46110,19,44743.05,0.36,11.55,"No","Rhode Island","Other"
46111,26,37424.54,0.29,18.05,"No","Mississippi","Male"
46112,39,46768.42,0.68,15.76,"No","Iowa","Other"
46113,24,36048.45,0.54,18.69,"No","Arkansas","Other"
46114,66,39846.07,0.11,9.55,"No","Pennsylvania","Other"
46115,41,73694.29,0.52,6.59,"No","Pennsylvania","Male"
46116,23,29819.46,0.65,6.06,"No","Ohio","Other"
46117,67,36831.44,0.93,16.88,"No","New Hampshire","Male"
46118,80,64045.3,0.18,0.91,"No","Kentucky","Other"
46119,47,45918.06,0.63,0.38,"No","West Virginia","Male"
46120,30,69535.28,0.38,2.75,"No","California","Female"
46121,65,61215.18,0.12,4.35,"No","Idaho","Male"
46122,78,63593.13,0.93,8.61,"No","Hawaii","Other"
46123,35,62893.9,0.9,3.97,"No","Indiana","Female"
46124,81,47524.92,0.95,16.15,"No","Rhode Island","Male"
46125,38,43798.93,0.08,13.2,"No","North Carolina","Other"
46126,73,33917.88,0.31,12.67,"No","Delaware","Female"
46127,82,60058.87,0.76,15.76,"No","Delaware","Female"
46128,27,65661.45,0.94,15.31,"No","Massachusetts","Male"
46129,61,69222.21,0.59,4.12,"No","Texas","Female"
46130,85,39570.82,0.76,1.79,"No","Nebraska","Male"
46131,45,48628.33,0.11,16.04,"No","Maryland","Female"
46132,63,50587.33,0.13,0.45,"No","Hawaii","Female"
46133,75,52488.68,0.38,6.94,"No","California","Other"
46134,22,38981.16,0.6,8.11,"No","Maine","Male"
46135,57,81206.05,0.25,6.12,"No","New Mexico","Female"
46136,78,43669.15,0.49,9.43,"No","New Jersey","Other"
46137,26,65129.24,0.57,11.08,"No","Maryland","Male"
46138,41,48710.65,0.64,9.92,"No","Virginia","Female"
46139,72,64616.88,0.52,7.94,"No","Michigan","Other"
46140,77,42414.71,0.1,7.66,"No","Oregon","Male"
46141,39,61669.03,0.88,6.87,"No","Montana","Female"
46142,68,63983.94,1,15.34,"No","Iowa","Female"
46143,27,47823.78,0.75,17.86,"No","Oklahoma","Female"
46144,67,48510.3,0.65,4.45,"No","Vermont","Female"
46145,62,17696.74,0.33,14.59,"No","New York","Female"
46146,72,49681.92,0.93,17.9,"No","New Hampshire","Male"
46147,18,49255.77,0.87,14.3,"No","Missouri","Other"
46148,54,54040.94,0.33,7.64,"No","Massachusetts","Female"
46149,41,53679,0.01,15.97,"No","Delaware","Female"
46150,62,17869.69,0.26,9.91,"No","Louisiana","Other"
46151,22,55581.27,0.45,16.1,"No","South Dakota","Other"
46152,31,52969.92,0.29,4.33,"No","Utah","Other"
46153,82,51775.65,1,6.83,"No","North Dakota","Male"
46154,31,34834.86,0.21,0.82,"No","Florida","Other"
46155,63,27815.64,0.44,8.66,"No","Minnesota","Male"
46156,73,54168.92,0.19,13.71,"No","Colorado","Male"
46157,88,73630.8,0.98,17.64,"No","Virginia","Male"
46158,63,42927.71,0.96,1.18,"No","Kentucky","Female"
46159,35,34953.81,0.13,1.38,"No","Washington","Other"
46160,71,41635.92,0.75,19.17,"No","Ohio","Female"
46161,70,36591.45,0.58,2.41,"No","Louisiana","Female"
46162,56,59384.16,0.67,18.35,"No","Texas","Male"
46163,53,92224.84,0.16,0.32,"No","Illinois","Other"
46164,32,31902.91,0.67,4.49,"No","Colorado","Male"
46165,55,37557.6,0.63,15.99,"No","Wyoming","Female"
46166,47,66110.16,0.26,5.87,"No","Oregon","Female"
46167,61,10495.49,0.78,19.57,"No","Missouri","Female"
46168,87,33544.22,0.26,12.62,"No","Oregon","Female"
46169,63,31757.43,0.97,9.37,"No","Iowa","Other"
46170,26,43026.28,0.45,10.66,"No","Tennessee","Other"
46171,37,31727.04,0.65,1.76,"No","Alaska","Other"
46172,25,72568.81,0.29,6.97,"No","Maine","Other"
46173,86,51069.59,0,15.69,"No","Indiana","Female"
46174,43,45030.16,0.59,9.76,"No","Alabama","Male"
46175,21,38597.11,0.72,19,"No","Florida","Male"
46176,69,27710.02,0.78,13.24,"No","Maine","Female"
46177,28,45368.29,0.6,13.74,"No","Alabama","Other"
46178,55,47584.47,0.98,9.09,"No","Washington","Other"
46179,74,52031.99,0.13,3.48,"No","New Jersey","Other"
46180,27,57031.7,0.37,6.67,"No","California","Male"
46181,56,59832.67,0.81,2.48,"No","Alabama","Female"
46182,29,47310.01,0.26,7.41,"No","Vermont","Other"
46183,52,38498.9,0.59,11.92,"No","Michigan","Male"
46184,48,56210.67,0.24,6.5,"No","Colorado","Male"
46185,80,53274.67,0.01,5.54,"No","Arizona","Female"
46186,24,37176.29,0.89,18.07,"No","Florida","Male"
46187,76,40560.93,0.17,13.01,"No","Illinois","Female"
46188,41,30917.7,0.31,19,"No","Idaho","Other"
46189,51,34252.5,0.58,18.61,"No","Arkansas","Male"
46190,45,68990.18,0.82,18.37,"No","Wisconsin","Other"
46191,24,54556.86,0.07,14.31,"No","Massachusetts","Female"
46192,35,25439.11,0.9,2.64,"No","Hawaii","Female"
46193,87,33690.99,0.92,8.78,"No","New Jersey","Female"
46194,89,43046.34,0.3,6.38,"No","New Hampshire","Other"
46195,89,51886.88,0.97,4.57,"No","Arkansas","Female"
46196,33,42611.55,0.55,18.99,"No","Ohio","Female"
46197,70,76903.08,0.14,6.33,"No","Oklahoma","Female"
46198,46,36659.44,0.88,18.71,"No","North Dakota","Male"
46199,21,49122.19,0.09,9.06,"No","Maryland","Female"
46200,89,49080.35,0.88,14.78,"No","New Hampshire","Male"
46201,47,49494.11,0.15,8.11,"No","Arkansas","Other"
46202,20,50388.56,0.56,11.88,"No","Pennsylvania","Other"
46203,34,57398.16,0.59,17.26,"No","North Dakota","Male"
46204,19,36851.14,0.24,10.21,"No","Florida","Male"
46205,32,53945.05,0.16,5.49,"No","Pennsylvania","Male"
46206,37,43902.96,0.12,18.36,"No","Vermont","Female"
46207,58,47128.69,0.63,0.17,"No","Louisiana","Female"
46208,87,69484.66,0.83,5.87,"No","West Virginia","Other"
46209,30,49236.49,0.84,14.48,"No","Massachusetts","Female"
46210,31,46498.05,0.06,17.06,"No","Montana","Female"
46211,75,80864.73,0.82,11.32,"No","Pennsylvania","Female"
46212,69,70217.1,0.29,5.44,"No","Montana","Male"
46213,34,43990.77,0.8,9.54,"No","Wyoming","Female"
46214,32,29575.87,0.49,8.46,"No","Vermont","Other"
46215,40,62963.05,0.83,11.61,"No","Michigan","Female"
46216,80,56216.38,0.01,7.29,"No","Kentucky","Male"
46217,55,67837.6,0.37,6.66,"No","South Carolina","Female"
46218,18,53523.94,0.07,0.63,"No","Connecticut","Other"
46219,19,29875.97,0.9,17.46,"No","Utah","Other"
46220,79,71558.27,0.36,17.1,"No","Virginia","Male"
46221,46,75430.08,0.9,5.73,"No","Illinois","Male"
46222,64,53987.8,0.59,6.85,"No","Connecticut","Other"
46223,81,36754.17,0.88,17.35,"No","Maine","Other"
46224,18,42966.55,0.4,10.9,"No","New Jersey","Other"
46225,26,21962.9,0.11,12.52,"No","West Virginia","Other"
46226,87,60123.17,0.9,10.96,"No","Oregon","Male"
46227,45,68053.54,0.17,18.43,"No","Arkansas","Male"
46228,71,39695.21,0.68,4.94,"No","Georgia","Female"
46229,72,46001.18,0.2,0.72,"No","Pennsylvania","Female"
46230,65,49619.36,0.87,4.85,"No","South Carolina","Other"
46231,67,56408.37,0.66,12.13,"No","Arizona","Male"
46232,61,57239.28,0.62,10.33,"No","Rhode Island","Female"
46233,28,58393.33,0.85,14.27,"No","Pennsylvania","Other"
46234,53,72494.55,0.16,6.38,"No","Illinois","Other"
46235,24,19187.27,0.29,1.62,"No","Texas","Other"
46236,40,67302.48,0.92,2.21,"No","Tennessee","Female"
46237,61,45929.94,0.18,8.14,"No","Washington","Male"
46238,63,50984.28,0.63,9.07,"No","Texas","Other"
46239,80,73305.2,0.68,7.14,"No","Arizona","Other"
46240,72,33896.56,0.19,12.89,"No","Vermont","Male"
46241,44,56783.67,0.08,3.06,"No","Washington","Female"
46242,56,50571.05,0.17,8.22,"No","Nebraska","Other"
46243,29,71179.71,0.13,2.62,"No","Connecticut","Other"
46244,88,59737.22,0.48,12.81,"No","Washington","Other"
46245,66,65687.48,0.61,4.79,"No","Kentucky","Other"
46246,52,40377.82,0.76,11.74,"No","Hawaii","Male"
46247,77,63577.04,0.5,6.63,"No","Mississippi","Male"
46248,51,22042.8,0.11,13.43,"No","California","Male"
46249,48,42803.63,0.44,10.95,"No","Ohio","Other"
46250,40,27970.78,0.21,6.1,"No","Florida","Male"
46251,31,57083.76,0.85,12.69,"No","Texas","Other"
46252,38,61609.04,0.84,15.49,"No","Alaska","Female"
46253,21,57372.13,0.54,14.54,"No","South Dakota","Other"
46254,60,30866.47,0.6,5.31,"No","Illinois","Female"
46255,77,32588.44,0.26,9.74,"No","Kentucky","Female"
46256,67,64848.64,0.55,1.1,"No","Rhode Island","Female"
46257,76,48266.08,0.12,14.77,"No","Ohio","Male"
46258,60,59191.55,0.51,8.73,"No","Missouri","Male"
46259,38,48912.69,0.5,10.89,"No","Missouri","Other"
46260,60,77516.46,0.12,5.47,"No","Louisiana","Male"
46261,50,67995.57,0.94,1.17,"No","Delaware","Female"
46262,72,62782.93,0.01,4.62,"No","Wisconsin","Female"
46263,20,51662.94,0.65,3.17,"No","West Virginia","Female"
46264,69,50365.1,0.19,15.1,"No","Oregon","Female"
46265,35,35810.14,0.71,10.25,"No","Florida","Female"
46266,63,69375.41,0.29,15.76,"No","Nevada","Female"
46267,22,40675.5,0.67,16.56,"No","California","Other"
46268,74,56864.24,0.59,6.13,"No","Nevada","Female"
46269,53,47772.51,0.09,19.55,"No","Wyoming","Other"
46270,55,39442.04,0.14,2.16,"No","Oklahoma","Female"
46271,24,46008.41,0.35,7.9,"No","California","Other"
46272,80,36478.24,0.59,2.22,"No","New Hampshire","Male"
46273,26,44444.52,0.73,17.46,"No","Iowa","Female"
46274,21,62382.16,0.94,12.61,"No","North Dakota","Other"
46275,81,31418.14,0.54,7.57,"No","Massachusetts","Other"
46276,24,46085.67,0.1,12.96,"No","Colorado","Male"
46277,41,67331.76,0.8,17.93,"No","Nevada","Other"
46278,64,52696.85,0.44,0.07,"No","New Mexico","Male"
46279,52,61313.14,0.96,8.37,"No","West Virginia","Female"
46280,90,45512.68,0.72,3.47,"No","South Dakota","Male"
46281,22,68063.25,0.89,4.43,"No","Maine","Male"
46282,86,60209.33,0.52,3.85,"No","New Jersey","Female"
46283,55,58574.41,0.42,9.56,"No","Ohio","Female"
46284,47,34578.39,0.32,0.9,"No","Colorado","Other"
46285,32,62597.73,0.85,19.37,"No","Alabama","Female"
46286,77,23223.7,0.32,19.48,"No","Virginia","Male"
46287,33,38288.33,0.5,0.43,"No","Mississippi","Other"
46288,27,59367.54,0.05,17.97,"No","Utah","Male"
46289,79,-2323.92,0.59,2.11,"No","Massachusetts","Other"
46290,60,56325.24,0.78,12.78,"No","Montana","Female"
46291,49,80309.11,0.09,12.81,"No","California","Male"
46292,34,36331.9,0.43,15.49,"No","Hawaii","Male"
46293,76,41560.62,0.67,14.95,"No","Alaska","Male"
46294,86,59377.64,0.71,15.31,"No","Minnesota","Other"
46295,81,51773.49,0.59,12.35,"No","North Dakota","Female"
46296,32,33467.42,0.46,16.42,"No","New Jersey","Other"
46297,19,38407.81,0.95,16.54,"No","Idaho","Female"
46298,84,65721.49,0.16,18.49,"No","Florida","Female"
46299,57,66805.55,0.86,12.89,"No","Wyoming","Female"
46300,60,63915.51,0.92,14.7,"No","Louisiana","Female"
46301,43,45348.67,0.16,2.92,"No","New Mexico","Male"
46302,78,72198.51,0.86,6.47,"No","Colorado","Other"
46303,48,34804.97,0.81,5.22,"No","Florida","Female"
46304,66,62109.46,0.17,7.72,"No","South Carolina","Male"
46305,37,56327.61,0.14,2.63,"No","Utah","Other"
46306,26,81806.61,0.66,17.27,"No","Delaware","Male"
46307,48,69078.9,0.68,16.8,"No","California","Female"
46308,32,54100.06,0.72,18.72,"No","Idaho","Other"
46309,33,24139.11,0.04,4.13,"No","Oklahoma","Male"
46310,26,58283.83,0.03,14.34,"No","Texas","Male"
46311,68,72168.74,0.36,8.74,"No","Alabama","Female"
46312,50,54969.59,0.51,5.92,"No","Colorado","Male"
46313,50,43495.36,0.6,4.71,"No","Oklahoma","Female"
46314,45,57590.61,0.65,6.91,"No","Oregon","Other"
46315,29,50503.4,0.19,17.65,"No","Arizona","Male"
46316,35,70300.88,0.53,15.01,"No","Maryland","Other"
46317,47,80722.15,0.92,5.11,"No","South Carolina","Female"
46318,50,52205.31,0.11,2.7,"No","Delaware","Male"
46319,47,68674.45,0.3,7.65,"No","Arizona","Female"
46320,84,53179.8,0.95,11.87,"No","Mississippi","Male"
46321,89,69240.41,0.49,14.46,"No","Colorado","Female"
46322,83,30057.72,0.44,13.57,"No","Wyoming","Female"
46323,87,55621.31,0.27,12.02,"No","Vermont","Other"
46324,89,54292.69,0.63,13.93,"No","Montana","Other"
46325,29,94512.08,0.73,13.03,"No","Ohio","Other"
46326,52,62060.55,0.51,7.68,"No","Virginia","Male"
46327,28,50745.85,0.79,8.1,"No","Pennsylvania","Male"
46328,80,59174.26,0.61,3.36,"No","Vermont","Male"
46329,66,46773.62,0.15,6.81,"No","North Dakota","Other"
46330,19,38728.3,0.18,0.84,"No","Wisconsin","Other"
46331,66,46267.94,0.31,17.71,"No","North Dakota","Male"
46332,77,31057.64,0.58,15.78,"No","Florida","Male"
46333,78,38942.39,0.08,16.33,"No","Tennessee","Other"
46334,79,67069.94,0.02,15.49,"No","Idaho","Female"
46335,18,48976.44,0.81,1.95,"No","New Mexico","Female"
46336,87,52927.48,0.45,7.87,"No","Nebraska","Female"
46337,20,45221.49,0.98,8.51,"No","Wyoming","Female"
46338,44,50731.22,0.73,0.31,"No","Missouri","Other"
46339,82,79828.92,0.39,16.06,"No","Utah","Female"
46340,26,39085.38,0.6,2.52,"No","South Carolina","Other"
46341,19,71496.45,0.43,9.64,"No","Alabama","Other"
46342,34,46370.89,0.94,12.34,"No","Alaska","Male"
46343,58,43543.72,0.97,13.09,"No","Virginia","Male"
46344,70,49201.01,0.96,16.71,"No","Arizona","Other"
46345,72,29057.72,0.21,18.22,"No","Vermont","Female"
46346,48,49006.19,0.24,13.82,"No","Mississippi","Male"
46347,73,56764.23,0.88,8.33,"No","Wyoming","Other"
46348,31,31816.01,0.52,5.74,"No","Georgia","Other"
46349,41,64362.49,0.16,13.86,"No","Alaska","Male"
46350,67,53401.62,0.66,0.78,"No","California","Female"
46351,72,48928,0.37,13.93,"No","Wyoming","Other"
46352,72,32734.7,0.84,18.1,"No","Colorado","Other"
46353,42,50336.7,0.66,12.07,"No","Connecticut","Other"
46354,36,59729.29,0.2,5.45,"No","Massachusetts","Male"
46355,77,48996.78,0.24,9.54,"No","Utah","Female"
46356,74,44324.24,0.4,10.2,"No","Georgia","Male"
46357,22,68094.89,0.36,10.22,"No","Vermont","Female"
46358,35,49781.51,0.38,1.77,"No","North Dakota","Other"
46359,70,58201.01,0.34,3.66,"No","Nevada","Male"
46360,56,50973.28,0.94,16.12,"No","South Carolina","Male"
46361,88,57772.08,0.26,6.92,"No","Oklahoma","Female"
46362,85,53353.48,0.01,10.2,"No","Tennessee","Other"
46363,86,24567.2,0.9,16.28,"No","California","Male"
46364,77,64294.26,0.57,0.21,"No","Indiana","Other"
46365,59,44674.24,0.73,2.19,"No","Florida","Female"
46366,33,53971.7,0.6,13.9,"No","Connecticut","Female"
46367,51,42362.35,0.26,9.04,"No","South Carolina","Male"
46368,69,32093.64,0.98,16.07,"No","Ohio","Female"
46369,59,67159.44,0.87,6.28,"No","Minnesota","Other"
46370,48,52435.19,0.79,11.94,"No","Alabama","Male"
46371,68,51715.2,0.12,18.27,"No","Nevada","Male"
46372,24,69648.49,0.49,4.55,"No","Arkansas","Female"
46373,89,55877.42,0.44,3.97,"No","Arizona","Male"
46374,53,17273.81,0.42,7.43,"No","North Carolina","Other"
46375,18,50083.17,0.54,4.62,"No","New Jersey","Male"
46376,55,70280.39,0.19,11.05,"No","Florida","Female"
46377,29,32894.17,0.41,12.39,"No","Florida","Other"
46378,61,62791.5,0.95,3.3,"No","Mississippi","Other"
46379,90,59699.82,0.01,0.2,"No","Connecticut","Other"
46380,39,42809.82,0.65,17.66,"No","North Dakota","Male"
46381,29,57159.29,0.04,19.61,"No","Indiana","Male"
46382,87,41235.87,0.72,3,"No","New Jersey","Male"
46383,35,77030.75,0.91,17.8,"No","Nebraska","Male"
46384,60,53460.44,0.84,14.52,"No","Iowa","Male"
46385,28,76784.82,0.46,2.31,"No","Wyoming","Female"
46386,75,26460.81,0.15,2.41,"No","Wisconsin","Male"
46387,85,42413.07,0.2,5.18,"No","Arkansas","Male"
46388,90,47189.23,0.51,17.12,"No","Alaska","Female"
46389,28,66016.37,0.98,18.1,"No","Idaho","Other"
46390,32,55489.83,0.57,5.37,"No","Michigan","Other"
46391,54,66195.7,0.62,1.22,"No","Vermont","Female"
46392,63,29925.18,0.89,6.2,"No","Iowa","Other"
46393,86,37242.37,0.67,12.27,"No","Iowa","Other"
46394,19,56581.23,0.04,5.35,"No","Missouri","Male"
46395,74,32906.94,0.01,4.52,"No","Georgia","Female"
46396,42,47090.61,0.61,17.99,"No","South Carolina","Other"
46397,49,50259.83,0.52,7.17,"No","Utah","Other"
46398,35,67247.56,0.46,11.4,"No","Utah","Male"
46399,86,43442.27,0.05,6.83,"No","Nebraska","Other"
46400,29,62452.31,0.62,8.94,"No","Oregon","Female"
46401,72,32699.32,0.55,10.87,"No","Nevada","Other"
46402,81,76997.17,0.02,11.79,"No","Delaware","Female"
46403,39,42841.02,0.59,7.76,"No","Maine","Female"
46404,26,50839.4,0.29,8.63,"No","Ohio","Other"
46405,84,69854.29,0.71,14.21,"No","North Carolina","Other"
46406,30,46942.34,0.15,14.18,"No","Maryland","Other"
46407,34,76393.44,0.76,3.73,"No","Louisiana","Female"
46408,77,44862.86,0.78,5.18,"No","Florida","Other"
46409,52,62104.88,0.11,9.84,"No","Missouri","Male"
46410,75,41086.44,0.09,18.09,"No","Nevada","Female"
46411,80,67116.48,0.27,3.65,"No","West Virginia","Other"
46412,72,54415.31,0.85,6.47,"No","Indiana","Male"
46413,38,38754.91,0.28,10.94,"No","Ohio","Male"
46414,38,35319.98,0.09,2.73,"No","South Dakota","Other"
46415,26,50408.33,0.33,2.59,"No","Nebraska","Male"
46416,23,53548.12,0.84,9.84,"No","Pennsylvania","Male"
46417,81,27388.2,0.78,8.4,"No","Wyoming","Male"
46418,89,71240.65,0.47,10.21,"No","New Mexico","Other"
46419,53,57602.04,0.03,9.63,"No","Minnesota","Female"
46420,81,33672.76,0.3,5.78,"No","New Hampshire","Female"
46421,85,53058.45,0.89,4.07,"No","Virginia","Female"
46422,18,55082.89,0.6,11.16,"No","Texas","Other"
46423,27,50400.55,0.67,10.92,"No","Oklahoma","Female"
46424,85,85349.53,0.93,15.57,"No","Delaware","Male"
46425,65,53132.99,0.43,18.46,"No","South Carolina","Other"
46426,25,19124.36,0.38,2.3,"No","Pennsylvania","Female"
46427,56,26761.69,0.95,6.32,"No","Colorado","Male"
46428,80,64822.02,0.41,8.87,"No","Nevada","Female"
46429,89,40679.09,0.13,17.13,"No","Minnesota","Other"
46430,76,44875.09,0.15,8.47,"No","Illinois","Female"
46431,32,54305.66,0.15,9.63,"No","Michigan","Female"
46432,42,39437.79,0.09,19.82,"No","Georgia","Other"
46433,51,44411.76,0.65,7.3,"No","Colorado","Female"
46434,73,60305.35,0.37,8.06,"No","Ohio","Female"
46435,26,47061.46,0.61,18.6,"No","Oklahoma","Female"
